trans_id,trans_date,supplier,department,amount,payment_method,approver,is_urgent
TXN000314,2026-06-30 14:54:47,供应商K公司,行政部,25611.78,支票,刘洋,否
TXN000315,2026-01-27 09:25:01,供应商Q公司,市场部,37963.6,支票,李华,是
TXN000316,2026-03-06 13:05:58,供应商F公司,市场部,13586.11,现金,王芳,是
TXN000317,2026-02-27 14:54:45,供应商S公司,财务部,23053.26,银行转账,刘洋,否
TXN000318,2026-03-25 09:14:29,供应商Q公司,行政部,10423.17,银行转账,赵强,是
TXN000319,2026-01-28 15:17:55,供应商P公司,行政部,17315.08,银行转账,张明,否
TXN000320,2026-01-20 23:28:00,供应商I公司,行政部,12038.75,支票,刘洋,是
TXN000321,2026-01-13 09:31:13,供应商D公司,市场部,14437.68,支票,李华,否
TXN000322,2026-05-14 13:20:05,供应商Q公司,行政部,21506.83,现金,张明,否
TXN000323,2026-03-13 16:52:43,供应商T公司,财务部,6942.54,银行转账,李华,否
TXN000324,2026-03-30 16:21:15,供应商T公司,行政部,71247.13,支票,刘洋,否
TXN000325,2026-05-28 09:30:33,供应商R公司,财务部,5974.08,银行转账,刘洋,是
TXN000326,2026-04-13 09:02:18,供应商O公司,技术部,5057.61,现金,王芳,是
TXN000327,2026-04-17 16:13:49,供应商Q公司,财务部,33741.66,现金,刘洋,是
TXN000328,2026-05-13 10:24:20,供应商G公司,技术部,25168.04,支票,张明,否
TXN000329,2026-03-30 09:08:51,供应商E公司,技术部,22010.96,支票,赵强,是
TXN000330,2026-01-05 13:27:27,供应商M公司,行政部,22085.5,银行转账,李华,是
TXN000331,2026-03-24 14:34:22,供应商L公司,采购部,13229.48,现金,张明,是
TXN000332,2026-01-07 11:53:42,供应商J公司,市场部,6517.18,银行转账,李华,否
TXN000333,2026-06-23 09:54:56,供应商M公司,市场部,14194.98,支票,赵强,是
TXN000334,2026-06-17 09:13:33,供应商L公司,采购部,7771.91,银行转账,刘洋,否
TXN000335,2026-05-22 16:03:53,供应商H公司,采购部,29146.67,银行转账,王芳,否
TXN000336,2026-03-24 16:34:47,供应商R公司,市场部,11876.94,银行转账,李华,否
TXN000337,2026-03-09 13:13:16,供应商E公司,行政部,6902.25,银行转账,张明,是
TXN000338,2026-03-23 17:48:10,供应商T公司,采购部,10330.87,银行转账,李华,是
TXN000339,2026-04-27 09:52:46,供应商B公司,财务部,18589.37,现金,张明,否
TXN000340,2026-03-27 13:42:53,供应商H公司,技术部,8510.2,银行转账,张明,是
TXN000341,2026-02-26 12:03:55,供应商H公司,技术部,6920.36,支票,刘洋,否
TXN000342,2026-01-14 23:47:00,供应商J公司,财务部,16235.41,现金,刘洋,是
TXN000343,2026-02-04 08:10:47,供应商N公司,技术部,16252.03,支票,张明,否
TXN000344,2026-05-11 16:40:58,供应商M公司,技术部,8905.69,支票,赵强,否
TXN000345,2026-05-18 17:32:48,供应商E公司,市场部,9165.2,银行转账,刘洋,否
TXN000346,2026-01-27 08:55:03,供应商M公司,财务部,16084.96,支票,李华,否
TXN000347,2026-01-16 16:29:41,供应商O公司,行政部,4194.51,银行转账,刘洋,是
TXN000348,2026-04-28 09:49:13,供应商B公司,采购部,4333.06,银行转账,刘洋,是
TXN000349,2026-06-26 11:04:45,供应商K公司,行政部,7519.42,银行转账,李华,是
TXN000350,2026-05-26 08:42:34,供应商P公司,财务部,11262.59,现金,刘洋,是
TXN000351,2026-03-19 08:26:21,供应商H公司,技术部,17132.39,支票,王芳,否
TXN000352,2026-01-20 11:32:51,供应商P公司,行政部,43489.94,银行转账,王芳,否
TXN000353,2026-04-20 13:33:18,供应商H公司,财务部,26532.55,银行转账,王芳,否
TXN000354,2026-02-27 15:41:44,供应商E公司,财务部,11755.18,支票,李华,否
TXN000355,2026-05-08 10:41:39,供应商K公司,行政部,13158.02,支票,赵强,否
TXN000356,2026-06-04 16:51:15,供应商L公司,财务部,5990.78,银行转账,刘洋,否
TXN000357,2026-04-16 14:32:27,供应商B公司,技术部,13163.32,银行转账,张明,是
TXN000358,2026-01-02 13:45:02,供应商N公司,财务部,10604.92,现金,李华,是
TXN000359,2026-05-18 15:38:56,供应商E公司,采购部,17295.04,银行转账,刘洋,否
TXN000360,2026-01-02 14:48:56,供应商R公司,技术部,6892.68,支票,张明,是
TXN000361,2026-01-13 23:15:00,供应商I公司,技术部,20241.24,支票,张明,否
TXN000362,2026-05-01 16:23:17,供应商Q公司,行政部,45532.93,支票,王芳,否
TXN000363,2026-01-16 16:15:22,供应商L公司,市场部,12246.46,支票,刘洋,是
TXN000364,2026-05-07 12:43:39,供应商B公司,采购部,18423.26,支票,赵强,否
TXN000365,2026-02-03 14:42:19,供应商C公司,市场部,23204.82,支票,王芳,是
TXN000366,2026-01-09 14:18:20,供应商H公司,财务部,9691.69,现金,刘洋,否
TXN000367,2026-01-07 17:20:00,供应商F公司,行政部,15982.89,银行转账,李华,是
TXN000368,2026-05-27 09:45:35,供应商M公司,采购部,13494.99,支票,李华,是
TXN000369,2026-04-21 08:59:39,供应商M公司,技术部,14445.54,支票,赵强,是
TXN000370,2026-01-16 13:29:58,供应商Q公司,行政部,7198.24,银行转账,张明,否
TXN000371,2026-04-30 12:49:09,供应商T公司,市场部,13624.27,支票,张明,否
TXN000372,2026-06-02 11:35:56,供应商O公司,市场部,19898.48,银行转账,王芳,否
TXN000373,2026-02-06 09:36:03,供应商S公司,市场部,42655.64,银行转账,刘洋,否
TXN000374,2026-01-15 14:33:57,供应商C公司,行政部,28779.44,银行转账,赵强,是
TXN000375,2026-03-12 08:59:05,供应商D公司,采购部,74797.97,银行转账,王芳,否
TXN000376,2026-02-06 17:18:32,供应商N公司,市场部,7230.92,现金,刘洋,否
TXN000377,2026-01-21 09:22:47,供应商A公司,采购部,26845.58,支票,刘洋,是
TXN000378,2026-04-27 11:05:09,供应商K公司,市场部,15470.24,银行转账,王芳,否
TXN000379,2026-03-17 15:16:36,供应商C公司,技术部,77021.69,银行转账,刘洋,是
TXN000380,2026-05-14 09:48:14,供应商M公司,财务部,6997.87,银行转账,王芳,否
TXN000381,2026-01-29 16:06:20,供应商C公司,财务部,6824.15,支票,王芳,否
TXN000382,2026-03-12 10:57:50,供应商I公司,财务部,8270.79,现金,赵强,是
TXN000383,2026-01-27 15:25:37,供应商J公司,采购部,2442.76,支票,王芳,否
TXN000384,2026-06-08 16:23:28,供应商T公司,财务部,8772.67,支票,王芳,是
TXN000385,2026-03-03 08:12:00,供应商F公司,市场部,7278.6,支票,王芳,否
TXN000386,2026-02-17 09:46:44,供应商K公司,市场部,15067.8,支票,赵强,否
TXN000387,2026-01-23 10:45:20,供应商S公司,财务部,17560.46,现金,刘洋,是
TXN000388,2026-05-13 17:00:40,供应商R公司,采购部,59930.25,现金,赵强,是
TXN000389,2026-03-27 11:20:53,供应商J公司,采购部,28576.47,支票,赵强,是
TXN000390,2026-02-19 09:34:55,供应商E公司,市场部,803416.13,支票,张明,否
TXN000391,2026-04-27 10:34:25,供应商P公司,技术部,6511.13,支票,刘洋,否
TXN000392,2026-01-08 11:20:17,供应商L公司,技术部,19801.94,现金,张明,是
TXN000393,2026-02-18 12:50:24,供应商L公司,财务部,4646.24,现金,刘洋,是
TXN000394,2026-04-20 16:47:48,供应商M公司,行政部,57824.45,支票,张明,是
TXN000395,2026-01-20 11:32:23,供应商I公司,财务部,34322.35,现金,刘洋,是
TXN000396,2026-05-15 09:40:15,供应商Q公司,财务部,9178.87,支票,张明,否
TXN000397,2026-01-21 15:14:07,供应商J公司,市场部,3393.08,银行转账,张明,是
TXN000398,2026-06-02 14:57:47,供应商G公司,技术部,39462.18,支票,王芳,否
TXN000399,2026-03-27 10:00:04,供应商O公司,行政部,12189.96,银行转账,王芳,是
TXN000400,2026-05-19 08:28:12,供应商D公司,采购部,35963.26,支票,张明,是
TXN000401,2026-02-17 16:43:00,供应商Q公司,财务部,3731.1,现金,李华,否
TXN000402,2026-02-06 12:37:33,供应商N公司,市场部,8270.91,银行转账,刘洋,是
TXN000403,2026-01-21 22:05:00,供应商M公司,采购部,13415.89,现金,李华,是
TXN000404,2026-02-24 09:10:51,供应商C公司,技术部,13871.4,银行转账,刘洋,是
TXN000405,2026-03-13 08:43:08,供应商K公司,财务部,9320.28,支票,张明,否
TXN000406,2026-05-11 13:41:42,供应商P公司,技术部,21988.61,现金,王芳,否
TXN000407,2026-03-18 13:23:15,供应商S公司,采购部,5686.8,支票,王芳,否
TXN000408,2026-06-08 08:17:42,供应商J公司,技术部,11921.47,现金,张明,是
TXN000409,2026-02-16 15:49:46,供应商J公司,采购部,14709.32,银行转账,王芳,是
TXN000410,2026-04-10 12:36:59,供应商M公司,市场部,20161.92,现金,李华,否
TXN000411,2026-03-24 11:30:13,供应商F公司,市场部,23606.84,现金,刘洋,是
TXN000412,2026-02-02 17:38:58,供应商P公司,行政部,5433.22,银行转账,李华,否
TXN000413,2026-05-01 14:39:35,供应商B公司,行政部,3915.54,银行转账,赵强,是
TXN000414,2026-06-08 15:10:53,供应商M公司,技术部,37128.55,现金,赵强,否
TXN000415,2026-01-07 16:22:12,供应商I公司,财务部,17428.31,现金,王芳,是
TXN000416,2026-05-25 12:23:09,供应商P公司,技术部,7340.86,现金,张明,是
TXN000417,2026-03-13 13:41:59,供应商R公司,采购部,46208.62,现金,赵强,是
TXN000418,2026-06-11 12:24:35,供应商H公司,行政部,14655.04,银行转账,赵强,否
TXN000419,2026-03-27 14:12:50,供应商D公司,财务部,34318.43,银行转账,刘洋,否
TXN000420,2026-06-17 12:46:39,供应商T公司,市场部,14101.19,银行转账,刘洋,是
TXN000421,2026-06-02 17:39:46,供应商G公司,财务部,69466.39,银行转账,刘洋,否
TXN000422,2026-04-14 16:36:29,供应商I公司,技术部,54408.34,现金,李华,否
TXN000423,2026-02-26 12:23:26,供应商S公司,行政部,10947.09,现金,张明,是
TXN000424,2026-06-18 16:44:04,供应商E公司,财务部,29064.03,银行转账,李华,否
TXN000425,2026-02-18 09:41:19,供应商M公司,市场部,22388.46,银行转账,刘洋,否
TXN000426,2026-05-04 08:55:09,供应商C公司,市场部,39930.88,现金,王芳,否
TXN000427,2026-03-30 15:02:07,供应商P公司,行政部,6173.75,现金,张明,是
TXN000428,2026-03-31 08:31:42,供应商L公司,采购部,23128.97,现金,赵强,是
TXN000429,2026-06-10 12:04:07,供应商G公司,市场部,31155.3,支票,王芳,否
TXN000430,2026-04-17 14:39:07,供应商S公司,财务部,3271.51,现金,赵强,否
TXN000431,2026-05-29 08:21:40,供应商B公司,采购部,5184.32,银行转账,赵强,是
TXN000432,2026-01-01 11:09:00,供应商N公司,财务部,2613.94,现金,李华,否
TXN000433,2026-02-23 13:01:23,供应商C公司,行政部,10769.51,支票,张明,否
TXN000434,2026-05-07 08:08:43,供应商F公司,采购部,23719.05,支票,王芳,是
TXN000435,2026-03-25 16:21:40,供应商C公司,采购部,44439.57,银行转账,李华,否
TXN000436,2026-01-16 11:13:14,供应商E公司,技术部,14175.58,银行转账,刘洋,否
TXN000437,2026-06-17 09:28:34,供应商N公司,财务部,49162.8,支票,张明,是
TXN000438,2026-03-16 17:14:06,供应商C公司,采购部,4428.95,银行转账,王芳,否
TXN000439,2026-03-16 15:36:33,供应商E公司,财务部,3419.65,银行转账,刘洋,是
TXN000440,2026-05-07 13:18:49,供应商F公司,市场部,12779.04,支票,李华,是
TXN000441,2026-05-14 15:37:48,供应商O公司,财务部,18165.01,银行转账,张明,是
TXN000442,2026-05-27 10:39:03,供应商D公司,技术部,13014.82,现金,赵强,否
TXN000443,2026-03-25 17:05:47,供应商K公司,财务部,2555.61,银行转账,王芳,是
TXN000444,2026-02-18 12:32:31,供应商R公司,技术部,12440.39,现金,刘洋,否
TXN000445,2026-06-01 14:15:42,供应商A公司,行政部,4705.2,银行转账,刘洋,是
TXN000446,2026-05-26 13:12:14,供应商M公司,行政部,22827.88,现金,张明,是
TXN000447,2026-04-07 10:20:38,供应商M公司,采购部,17912.94,银行转账,赵强,是
TXN000448,2026-03-12 10:50:22,供应商K公司,财务部,6298.69,支票,刘洋,否
TXN000449,2026-04-17 10:12:16,供应商F公司,市场部,8856.5,银行转账,张明,是
TXN000450,2026-06-29 11:31:52,供应商B公司,市场部,5725.18,现金,王芳,否
TXN000451,2026-03-24 14:00:13,供应商M公司,采购部,12706.34,现金,刘洋,是
TXN000452,2026-03-02 12:16:14,供应商C公司,技术部,28684.55,银行转账,李华,否
TXN000453,2026-05-04 12:01:31,供应商C公司,行政部,6071.85,现金,赵强,是
TXN000454,2026-01-12 13:51:40,供应商H公司,采购部,19994.99,支票,张明,否
TXN000455,2026-04-29 13:21:52,供应商B公司,行政部,8741.12,现金,李华,是
TXN000456,2026-04-07 17:27:06,供应商L公司,技术部,7084.76,现金,王芳,是
TXN000457,2026-06-22 10:59:31,供应商D公司,采购部,12263.41,支票,赵强,否
TXN000458,2026-01-13 17:39:54,供应商I公司,技术部,5836.03,现金,张明,否
TXN000459,2026-03-30 17:22:31,供应商Q公司,行政部,8579.07,银行转账,赵强,是
TXN000460,2026-03-13 17:32:57,供应商F公司,行政部,5124.04,银行转账,刘洋,是
TXN000461,2026-03-16 16:48:49,供应商E公司,财务部,64329.92,银行转账,刘洋,否
TXN000462,2026-02-18 12:59:25,供应商N公司,行政部,13741.98,支票,张明,否
TXN000463,2026-06-25 11:20:59,供应商B公司,财务部,7632.87,银行转账,刘洋,是
TXN000464,2026-01-14 17:13:13,供应商O公司,行政部,15854.11,支票,王芳,是
TXN000465,2026-06-02 16:04:07,供应商J公司,技术部,12211.55,银行转账,赵强,否
TXN000466,2026-04-17 11:09:02,供应商H公司,财务部,11195.02,银行转账,赵强,是
TXN000467,2026-04-16 11:47:00,供应商L公司,采购部,21836.4,支票,张明,否
TXN000468,2026-05-22 13:04:03,供应商J公司,采购部,24489.66,银行转账,刘洋,是
TXN000469,2026-05-19 12:32:27,供应商I公司,采购部,8739.42,银行转账,李华,否
TXN000470,2026-03-31 08:34:09,供应商C公司,技术部,8428.26,银行转账,刘洋,是
TXN000471,2026-06-09 13:18:14,供应商M公司,采购部,10720.99,现金,刘洋,是
TXN000472,2026-01-26 17:08:41,供应商H公司,行政部,2118.5,支票,王芳,否
TXN000473,2026-03-05 16:26:33,供应商K公司,市场部,3975.27,支票,李华,是
TXN000474,2026-02-09 16:42:33,供应商E公司,技术部,39874.78,银行转账,李华,是
TXN000475,2026-04-15 09:35:21,供应商L公司,财务部,49810.16,支票,王芳,否
TXN000476,2026-05-14 13:14:50,供应商J公司,技术部,10946.46,银行转账,李华,否
TXN000477,2026-05-19 10:14:01,供应商H公司,行政部,21189.17,支票,刘洋,是
TXN000478,2026-06-09 13:53:40,供应商F公司,采购部,17137.09,支票,赵强,是
TXN000479,2026-01-19 17:27:06,供应商O公司,采购部,156859.32,银行转账,张明,是
TXN000480,2026-06-11 13:48:55,供应商H公司,财务部,32717.32,银行转账,赵强,否
TXN000481,2026-05-14 14:19:16,供应商C公司,技术部,12060.2,现金,王芳,是
TXN000482,2026-01-05 13:35:46,供应商C公司,财务部,6220.26,现金,赵强,是
TXN000483,2026-06-11 09:04:47,供应商K公司,采购部,3695.4,银行转账,赵强,是
TXN000484,2026-03-26 10:39:18,供应商M公司,市场部,15721.29,银行转账,赵强,否
TXN000485,2026-06-26 17:00:16,供应商F公司,行政部,7294.82,支票,赵强,是
TXN000486,2026-04-30 13:56:38,供应商T公司,技术部,4282.09,银行转账,王芳,否
TXN000487,2026-02-24 15:51:02,供应商M公司,财务部,7964.44,支票,李华,是
TXN000488,2026-06-04 16:15:07,供应商A公司,市场部,5623.79,现金,王芳,否
TXN000489,2026-03-17 17:59:16,供应商I公司,财务部,51519.38,银行转账,王芳,是
TXN000490,2026-06-01 12:15:04,供应商I公司,采购部,27046.47,支票,刘洋,否
TXN000491,2026-04-24 17:35:08,供应商H公司,财务部,13274.79,银行转账,李华,是
TXN000492,2026-05-29 16:43:47,供应商H公司,技术部,43649.86,支票,王芳,是
TXN000493,2026-02-04 12:41:13,供应商H公司,技术部,14212.75,支票,王芳,是
TXN000494,2026-03-10 14:57:27,供应商S公司,技术部,6707.44,银行转账,刘洋,是
TXN000495,2026-04-16 14:29:01,供应商J公司,财务部,45184.04,支票,张明,是
TXN000496,2026-04-13 13:25:40,供应商P公司,采购部,20560.52,支票,刘洋,是
TXN000497,2026-01-26 16:07:31,供应商K公司,财务部,5826.68,支票,张明,是
TXN000498,2026-04-13 12:42:42,供应商L公司,采购部,11472.74,支票,赵强,是
TXN000499,2026-05-05 11:11:43,供应商P公司,行政部,6630.96,银行转账,刘洋,否
TXN000500,2026-02-13 16:21:38,供应商S公司,财务部,4419.4,支票,王芳,否
TXN000501,2026-01-01 16:22:43,供应商S公司,市场部,28027.52,现金,张明,是
TXN000502,2026-05-05 12:58:12,供应商S公司,采购部,61545.58,支票,李华,否
TXN000503,2026-01-16 10:36:18,供应商H公司,行政部,4364.01,支票,李华,是
TXN000504,2026-05-11 10:32:26,供应商K公司,市场部,20960.09,银行转账,王芳,是
TXN000505,2026-01-14 11:56:47,供应商L公司,行政部,7938.55,银行转账,张明,是
TXN000506,2026-03-27 10:15:13,供应商N公司,财务部,9048.01,支票,赵强,否
TXN000507,2026-03-10 12:51:21,供应商R公司,市场部,8317.23,银行转账,赵强,是
TXN000508,2026-01-15 15:30:38,供应商B公司,行政部,6692.93,银行转账,王芳,否
TXN000509,2026-01-21 16:03:14,供应商C公司,行政部,13888.51,银行转账,赵强,是
TXN000510,2026-04-17 13:25:13,供应商C公司,行政部,6872.2,现金,刘洋,否
TXN000511,2026-01-07 08:26:19,供应商N公司,财务部,16586.85,现金,赵强,是
TXN000512,2026-03-06 15:00:45,供应商G公司,财务部,12833.44,支票,刘洋,否
TXN000513,2026-02-16 11:03:18,供应商D公司,采购部,11035.16,支票,刘洋,否
TXN000514,2026-01-13 22:40:00,供应商A公司,市场部,6463.65,银行转账,王芳,否
TXN000515,2026-02-10 12:28:14,供应商F公司,行政部,8421.83,银行转账,赵强,是
TXN000516,2026-06-02 17:47:23,供应商M公司,市场部,24448.23,支票,王芳,是
TXN000517,2026-03-17 14:00:26,供应商F公司,行政部,19945.0,支票,王芳,是
TXN000518,2026-03-27 17:20:20,供应商O公司,行政部,6111.67,银行转账,王芳,是
TXN000519,2026-01-30 16:19:11,供应商D公司,采购部,14464.69,现金,王芳,否
TXN000520,2026-03-17 12:02:42,供应商Q公司,市场部,24370.04,现金,赵强,是
TXN000521,2026-01-16 15:57:25,供应商M公司,采购部,3513.88,现金,刘洋,是
TXN000522,2026-05-28 08:45:19,供应商O公司,财务部,20633.85,银行转账,李华,是
TXN000523,2026-01-09 14:53:02,供应商N公司,采购部,7862.82,现金,赵强,是
TXN000524,2026-02-20 09:50:15,供应商K公司,采购部,21088.41,银行转账,赵强,否
TXN000525,2026-03-05 15:51:39,供应商I公司,技术部,7254.61,支票,张明,否
TXN000526,2026-01-30 09:23:01,供应商E公司,技术部,3152.95,现金,刘洋,是
TXN000527,2026-04-20 14:17:46,供应商D公司,行政部,3633.55,现金,王芳,否
TXN000528,2026-03-16 17:06:43,供应商P公司,技术部,13883.66,现金,赵强,是
TXN000529,2026-03-20 13:59:41,供应商E公司,技术部,16445.02,现金,赵强,是
TXN000530,2026-03-06 16:52:27,供应商H公司,采购部,6480.46,现金,赵强,否
TXN000531,2026-06-24 12:28:08,供应商L公司,采购部,22267.29,支票,王芳,否
TXN000532,2026-01-20 09:43:34,供应商H公司,财务部,3536.12,支票,赵强,否
TXN000533,2026-05-06 16:30:12,供应商C公司,财务部,12671.82,支票,李华,否
TXN000534,2026-06-18 17:23:36,供应商L公司,采购部,5070.46,现金,李华,是
TXN000535,2026-03-02 17:56:19,供应商Q公司,市场部,7930.97,银行转账,刘洋,是
TXN000536,2026-01-12 12:33:49,供应商H公司,采购部,13876.04,支票,张明,否
TXN000537,2026-02-23 12:49:39,供应商L公司,市场部,6712.11,现金,赵强,是
TXN000538,2026-05-13 14:30:09,供应商A公司,财务部,9821.76,支票,赵强,否
TXN000539,2026-06-19 08:44:03,供应商P公司,技术部,29882.68,现金,王芳,否
TXN000540,2026-02-20 13:26:33,供应商C公司,行政部,8421.02,银行转账,赵强,是
TXN000541,2026-04-22 10:54:57,供应商G公司,财务部,26070.34,现金,李华,是
TXN000542,2026-04-03 09:27:11,供应商E公司,财务部,5411.25,现金,张明,是
TXN000543,2026-02-19 08:13:28,供应商T公司,行政部,20411.29,现金,王芳,否
TXN000544,2026-06-15 16:40:45,供应商L公司,市场部,42330.15,支票,李华,否
TXN000545,2026-06-10 09:34:00,供应商T公司,市场部,1849.53,现金,张明,是
TXN000546,2026-04-10 15:49:36,供应商L公司,技术部,7062.0,现金,刘洋,否
TXN000547,2026-01-13 17:30:08,供应商K公司,行政部,21197.91,现金,王芳,否
TXN000548,2026-05-08 17:44:20,供应商J公司,财务部,11356.71,银行转账,刘洋,是
TXN000549,2026-01-12 08:35:20,供应商T公司,市场部,17978.23,现金,王芳,是
TXN000550,2026-05-21 09:25:24,供应商A公司,市场部,8240.46,支票,王芳,否
TXN000551,2026-03-17 17:29:32,供应商B公司,技术部,14317.99,现金,刘洋,是
TXN000552,2026-05-22 09:58:04,供应商H公司,技术部,11795.32,现金,赵强,否
TXN000553,2026-02-03 08:11:42,供应商R公司,财务部,34003.73,支票,张明,否
TXN000554,2026-02-20 13:24:17,供应商R公司,财务部,16375.42,现金,王芳,是
TXN000555,2026-02-13 11:46:35,供应商L公司,财务部,17502.2,现金,王芳,否
TXN000556,2026-01-07 22:41:00,供应商K公司,行政部,9609.41,支票,刘洋,否
TXN000557,2026-04-01 09:16:52,供应商D公司,市场部,9044.53,银行转账,刘洋,是
TXN000558,2026-04-08 12:23:37,供应商D公司,市场部,9451.73,现金,王芳,否
TXN000559,2026-06-19 10:27:04,供应商E公司,财务部,18316.58,银行转账,王芳,否
TXN000560,2026-06-23 16:57:35,供应商O公司,财务部,9539.65,支票,李华,是
TXN000561,2026-02-04 16:03:38,供应商K公司,采购部,16845.18,银行转账,赵强,否
TXN000562,2026-04-06 09:35:40,供应商C公司,财务部,70285.49,现金,赵强,否
TXN000563,2026-03-20 15:56:59,供应商N公司,市场部,26819.91,支票,张明,是
TXN000564,2026-06-23 13:03:03,供应商K公司,技术部,10292.61,银行转账,张明,是
TXN000565,2026-02-18 15:35:59,供应商H公司,行政部,34925.45,支票,李华,是
TXN000566,2026-05-22 15:56:33,供应商Q公司,技术部,9638.68,现金,王芳,否
TXN000567,2026-05-14 16:37:38,供应商E公司,行政部,2616.26,支票,王芳,是
TXN000568,2026-02-02 08:24:46,供应商M公司,采购部,5964.2,银行转账,李华,是
TXN000569,2026-02-11 08:13:04,供应商A公司,技术部,2991.01,现金,李华,是
TXN000570,2026-03-13 12:26:23,供应商B公司,市场部,10084.85,现金,王芳,是
TXN000571,2026-06-12 16:36:06,供应商A公司,采购部,13558.04,现金,张明,否
TXN000572,2026-04-17 14:31:14,供应商I公司,市场部,51080.08,现金,李华,是
TXN000573,2026-05-14 11:46:48,供应商A公司,行政部,17353.37,支票,张明,否
TXN000574,2026-03-23 15:52:10,供应商D公司,技术部,11211.77,现金,刘洋,是
TXN000575,2026-01-23 11:20:13,供应商D公司,市场部,25939.56,银行转账,刘洋,是
TXN000576,2026-06-01 09:33:04,供应商I公司,技术部,2278.09,银行转账,王芳,否
TXN000577,2026-02-27 16:26:10,供应商F公司,采购部,16130.89,现金,赵强,是
TXN000578,2026-03-06 12:43:28,供应商H公司,采购部,24752.76,银行转账,张明,是
TXN000579,2026-06-12 12:27:50,供应商S公司,市场部,4093.4,银行转账,张明,是
TXN000580,2026-05-06 10:49:37,供应商H公司,市场部,33356.34,支票,王芳,否
TXN000581,2026-01-20 17:08:35,供应商F公司,采购部,17514.72,支票,王芳,否
TXN000582,2026-06-15 15:05:36,供应商B公司,采购部,9583.23,银行转账,李华,否
TXN000583,2026-01-19 09:11:04,供应商L公司,行政部,22164.02,银行转账,张明,否
TXN000584,2026-06-12 14:40:59,供应商M公司,市场部,82170.72,支票,李华,是
TXN000585,2026-05-22 09:19:16,供应商B公司,财务部,15451.99,银行转账,赵强,否
TXN000586,2026-03-27 09:59:12,供应商F公司,技术部,16294.4,支票,王芳,是
TXN000587,2026-05-22 13:21:50,供应商E公司,市场部,9251.23,支票,张明,否
TXN000588,2026-01-13 15:10:02,供应商I公司,行政部,6769.11,银行转账,刘洋,是
TXN000589,2026-05-11 09:42:03,供应商K公司,技术部,25958.87,现金,刘洋,是
TXN000590,2026-03-26 09:13:02,供应商H公司,市场部,6735.4,支票,赵强,是
TXN000591,2026-06-23 13:18:34,供应商T公司,采购部,14146.93,银行转账,李华,否
TXN000592,2026-04-07 14:45:29,供应商F公司,采购部,9116.8,支票,王芳,是
TXN000593,2026-03-06 14:04:54,供应商I公司,采购部,19598.02,现金,李华,否
TXN000594,2026-03-20 15:24:25,供应商H公司,采购部,17447.12,支票,赵强,否
TXN000595,2026-06-16 15:59:42,供应商P公司,市场部,30639.09,支票,张明,否
TXN000596,2026-03-20 16:09:54,供应商N公司,采购部,8883.82,现金,刘洋,是
TXN000597,2026-06-10 17:00:49,供应商C公司,技术部,10765.48,现金,王芳,是
TXN000598,2026-05-08 10:38:18,供应商O公司,行政部,6105.77,支票,张明,是
TXN000599,2026-03-30 13:56:13,供应商K公司,技术部,9363.42,现金,刘洋,否
TXN000600,2026-05-20 11:52:07,供应商L公司,市场部,18066.96,银行转账,张明,是
TXN000601,2026-06-11 11:32:21,供应商J公司,技术部,24479.49,现金,王芳,是
TXN000602,2026-06-24 11:45:01,供应商F公司,市场部,6388.58,银行转账,赵强,是
TXN000603,2026-02-19 17:04:26,供应商T公司,财务部,26787.34,银行转账,张明,否
TXN000604,2026-06-10 10:42:02,供应商G公司,行政部,39517.95,银行转账,赵强,是
TXN000605,2026-06-23 11:52:35,供应商O公司,市场部,18596.86,现金,刘洋,是
TXN000606,2026-03-26 09:02:33,供应商S公司,市场部,59960.22,现金,李华,是
TXN000607,2026-06-08 15:18:47,供应商E公司,采购部,7193.76,支票,刘洋,否
TXN000608,2026-03-23 15:07:08,供应商T公司,财务部,4935.83,支票,赵强,否
TXN000609,2026-02-27 10:56:53,供应商O公司,财务部,3219.64,银行转账,赵强,否
TXN000610,2026-04-17 16:57:39,供应商K公司,技术部,44215.71,现金,李华,是
TXN000611,2026-05-14 15:50:26,供应商L公司,财务部,22550.05,现金,李华,否
TXN000612,2026-01-23 17:49:38,供应商L公司,技术部,12778.67,支票,刘洋,否
TXN000613,2026-05-26 13:19:15,供应商R公司,行政部,16713.55,支票,张明,是
TXN000614,2026-01-29 13:16:17,供应商B公司,采购部,5429.53,银行转账,王芳,是
TXN000615,2026-01-13 09:05:38,供应商J公司,财务部,94523.29,现金,张明,否
TXN000616,2026-06-08 09:38:13,供应商O公司,采购部,14814.73,现金,刘洋,是
TXN000617,2026-05-25 11:53:38,供应商R公司,市场部,14581.6,银行转账,刘洋,否
TXN000618,2026-03-16 10:18:14,供应商M公司,市场部,23875.62,现金,王芳,是
TXN000619,2026-05-25 17:45:11,供应商I公司,财务部,19629.86,现金,赵强,是
TXN000620,2026-05-04 09:40:06,供应商L公司,技术部,15980.22,现金,刘洋,是
TXN000621,2026-02-27 10:58:03,供应商O公司,财务部,7098.37,现金,张明,是
TXN000622,2026-03-25 12:59:28,供应商I公司,技术部,19480.61,支票,李华,是
TXN000623,2026-04-24 17:34:20,供应商I公司,采购部,60211.56,支票,赵强,是
TXN000624,2026-06-30 15:43:16,供应商K公司,技术部,39196.24,银行转账,刘洋,否
TXN000625,2026-04-06 14:07:59,供应商S公司,技术部,47788.93,支票,张明,否
TXN000626,2026-04-13 08:31:06,供应商H公司,财务部,8875.3,现金,张明,是
